Class Name,Inherited Attributes,Unused Attributes,Used Attributes Percentage,Inherited Methods,Unused Methods,Used Methods Percentage
soc.message.SOCChangeFace, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCChannels, 95.0, 95.0, 0.0, 11.0, 9.0, 18.181818181818187, 
soc.message.SOCChoosePlayer, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCChoosePlayerRequest, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCClearOffer, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCClearTradeMsg, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCCreateAccount, 95.0, 95.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCDebugFreePlace, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCDeleteChannel, 95.0, 95.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCDeleteGame, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCDevCard, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCDevCardCount, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCDiceResult, 97.0, 97.0, 0.0, 13.0, 11.0, 15.384615384615387, 
soc.message.SOCDiscard, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCDiscardRequest, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCDiscoveryPick, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCEndTurn, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCFirstPlayer, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCGameMembers, 95.0, 95.0, 0.0, 12.0, 9.0, 25.0, 
soc.message.SOCGameOptionGetDefaults, 95.0, 95.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCGameOptionGetInfos, 95.0, 95.0, 0.0, 11.0, 9.0, 18.181818181818187, 
soc.message.SOCGameOptionInfo, 97.0, 97.0, 0.0, 13.0, 13.0, 0.0, 
soc.message.SOCGameState, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCGameStats, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCGameTextMsg, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCGames, 95.0, 95.0, 0.0, 11.0, 9.0, 18.181818181818187, 
soc.message.SOCGamesWithOptions, 97.0, 97.0, 0.0, 13.0, 12.0, 7.692307692307693, 
soc.message.SOCImARobot, 95.0, 95.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCJoin, 95.0, 95.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCJoinAuth, 95.0, 95.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCJoinGame, 100.0, 100.0, 0.0, 15.0, 11.0, 26.66666666666667, 
soc.message.SOCJoinGameAuth, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCJoinGameRequest, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCLargestArmy, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCLastSettlement, 95.0, 95.0, 0.0, 12.0, 11.0, 8.333333333333329, 
soc.message.SOCLeave, 95.0, 95.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCLeaveAll, 95.0, 95.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCLeaveGame, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCLongestRoad, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCMakeOffer, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCMembers, 95.0, 95.0, 0.0, 11.0, 9.0, 18.181818181818187, 
soc.message.SOCMessage, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.message.SOCMessageForGame, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.message.SOCMessageMulti, 95.0, 95.0, 0.0, 11.0, 11.0, 0.0, 
soc.message.SOCMessageTemplate0, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCMessageTemplate1i, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCMessageTemplate1s, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCMessageTemplate2i, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCMessageTemplate2s, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCMessageTemplate3s, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCMessageTemplate4i, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCMessageTemplateJoinGame, 95.0, 95.0, 0.0, 12.0, 12.0, 0.0, 
soc.message.SOCMessageTemplateMi, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCMessageTemplateMs, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCMonopolyPick, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCMoveRobber, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCNewChannel, 95.0, 95.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCNewGame, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCNewGameWithOptions, 98.0, 98.0, 0.0, 14.0, 12.0, 14.285714285714292, 
soc.message.SOCNewGameWithOptionsRequest, 100.0, 100.0, 0.0, 15.0, 11.0, 26.66666666666667, 
soc.message.SOCPlayDevCardRequest, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCPlayerElement, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCPlayerElements, 97.0, 97.0, 0.0, 13.0, 13.0, 0.0, 
soc.message.SOCPlayerStats, 97.0, 97.0, 0.0, 13.0, 11.0, 15.384615384615387, 
soc.message.SOCPotentialSettlements, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCPutPiece, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCRejectConnection, 95.0, 95.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCRejectOffer, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCResetBoardAuth, 98.0, 98.0, 0.0, 14.0, 13.0, 7.142857142857139, 
soc.message.SOCResetBoardReject, 96.0, 96.0, 0.0, 12.0, 11.0, 8.333333333333329, 
soc.message.SOCResetBoardRequest, 96.0, 96.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCResetBoardVote, 98.0, 98.0, 0.0, 14.0, 12.0, 14.285714285714292, 
soc.message.SOCResetBoardVoteRequest, 97.0, 97.0, 0.0, 13.0, 11.0, 15.384615384615387, 
soc.message.SOCResourceCount, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCRobotDismiss, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCRollDice, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCRollDicePrompt, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCRollDiceRequest, 95.0, 95.0, 0.0, 12.0, 11.0, 8.333333333333329, 
soc.message.SOCServerPing, 95.0, 95.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCSetPlayedDevCard, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCSetSeatLock, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCSetTurn, 97.0, 97.0, 0.0, 13.0, 11.0, 15.384615384615387, 
soc.message.SOCSetupDone, 95.0, 95.0, 0.0, 12.0, 11.0, 8.333333333333329, 
soc.message.SOCSimpleRequest, 101.0, 101.0, 0.0, 16.0, 14.0, 12.5, 
soc.message.SOCSitDown, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCStartGame, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCStatusMessage, 95.0, 95.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCTextMsg, 95.0, 95.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCTimingPing, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCTurn, 95.0, 95.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCUpdateRobotParams, 95.0, 95.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCVersion, 95.0, 95.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.robot.BoardNodeScorePair, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.DiscardStrategy, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.MonopolyStrategy, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.OpeningBuildStrategy, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.RobberStrategy, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCBuildPossibility, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCBuildingSpeedEstimate, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCNumberProbabilities, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCPlayerAction, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCPlayerTracker, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCPossibleCard, 16.0, 16.0, 0.0, 23.0, 21.0, 8.695652173913047, 
soc.robot.SOCPossibleCity, 16.0, 15.0, 6.25, 23.0, 19.0, 17.391304347826093, 
soc.robot.SOCPossiblePiece, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCPossibleRoad, 16.0, 16.0, 0.0, 23.0, 11.0, 52.17391304347826, 
soc.robot.SOCPossibleSettlement, 16.0, 16.0, 0.0, 23.0, 13.0, 43.47826086956522, 
soc.robot.SOCResSetBuildTimePair, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCResSetBuildTypePair, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCRobotBrain, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCRobotClient, 21.0, 12.0, 42.857142857142854, 87.0, 31.0, 64.36781609195403, 
soc.robot.SOCRobotDM, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCRobotNegotiator, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCRobotPinger, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCRobotResetThread, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCTradeTree, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.SOCChannelList, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.SOCClientData, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.SOCGameListAtServer, 3.0, 1.0, 66.66666666666666, 16.0, 6.0, 62.5, 
soc.server.SOCGameTimeoutChecker, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.SOCReplaceRequest, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.SOCServer, 20.0, 16.0, 20.0, 32.0, 18.0, 43.75, 
soc.server.SOCServerRobotPinger, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.database.SOCDBHelper, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.genericServer.Connection, 0.0, 0.0, NaN, 20.0, 18.0, 10.0, 
soc.server.genericServer.LocalStringConnection, 0.0, 0.0, NaN, 20.0, 16.0, 20.0, 
soc.server.genericServer.LocalStringServerSocket, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
soc.server.genericServer.Server, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.genericServer.StringConnection, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.genericServer.StringServerSocket, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.CappedQueue, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.CutoffExceededException, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.DebugRecorder, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.IntPair, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.MutexFlag, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.NodeLenVis, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.Pair, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.Queue, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.SOCGameBoardReset, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.SOCGameList, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.SOCRobotParameters, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.Triple, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.Version, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
Total, 9781.0, 9760.0, 0.21470197321337992, 1620.0, 1323.0, 18.33333333333333, 
